OrderID,Quantity,UnitPrice(USD),Status,OrderDate,Product_Category,Sales_Manager,Shipping_Cost(USD),Delivery_Time(Days),Shipping_Address,Product_Code,OrderCode
3275810000999930000,86,149,Not Delivered,8/27/2021,Healthcare,Maria,20,12,India,HC-203,444335
2915610000999920000,12,164,Not Shipped,7/13/2021,Fashion,Emma,30,18,UK,F-555,443990
2626310000999920000,23,114,Shipped,7/4/2021,Office,Anthony,25,14,Singapore,O-101,443881
4140310000999940000,91,180,Delivered,10/16/2021,Fashion,Abdul,35,10,India,F-630,444885
4889010000999940000,41,243,Not Shipped,8/29/2021,Fashion,Stella,30,15,USA,F-203,444337
2203810000999920000,19,155,Delivered,10/26/2021,Entertainment,Anthony,26,19,Kenya,ENT-630,444995
2468110000999920000,78,202,Shipped,7/30/2021,Office,Sofia,25,22,Italy,O-101,444007
2211510000999920000,82,125,Shipped,8/8/2021,Office,Kristen,24,25,Kenya,O-555,444116
4422810000999940000,68,144,Not Delivered,7/7/2021,Entertainment,Anthony,31,16,China,ENT-101,443884
2390810000999920000,14,214,Delivered,7/27/2021,Office,Sofia,34,17,India,O-203,444004
1395210000999910000,89,214,Not Delivered,7/29/2021,Home,John,27,20,India,H-630,444006
3882910000999930000,74,192,Not Shipped,7/17/2021,Home,Sofia,24,19,Kenya,H-555,443994
2030610000999920000,32,230,Shipped,9/10/2021,Healthcare,Sofia,35,10,India,HC-630,444449
1327210000999910000,12,107,Not Shipped,9/12/2021,Home,John,30,16,India,H-101,444551
1594910000999910000,48,244,Shipped,10/25/2021,Entertainment,Pablo,21,10,China,ENT-901,444994
4236010000999940000,78,231,Delivered,12/12/2021,Healthcare,Abdul,35,14,Singapore,HC-203,445442
4367710000999940000,67,139,Delivered,8/14/2021,Fashion,Sofia,35,17,India,F-101,444222
3290110000999930000,70,201,Not Delivered,10/4/2021,Healthcare,Emma,25,13,India,HC-555,444773
4361210000999940000,13,213,Not Delivered,10/12/2021,Fashion,Maria,32,20,Italy,F-188,444881
1814110000999910000,70,156,Delivered,7/17/2021,Office,Abdul,33,24,Kenya,O-101,443994
1020910000999910000,83,118,Not Shipped,10/2/2021,Office,Emma,29,21,Singapore,O-555,444771
4693210000999940000,88,190,Shipped,10/24/2021,Healthcare,Sofia,32,23,USA,HC-203,444993
1858310000999910000,54,212,Delivered,8/6/2021,Office,Abdul,26,11,Kenya,O-901,444114
4642010000999940000,81,118,Not Delivered,8/25/2021,Office,Stella,33,18,Kenya,O-101,444333
3860310000999930000,11,203,Not Delivered,7/22/2021,Office,Jacob,29,10,India,O-630,443999
3916210000999930000,12,141,Not Shipped,7/16/2021,Fashion,Abdul,24,22,UK,F-630,443993
2677110000999920000,42,217,Shipped,10/11/2021,Office,Abdul,29,10,Italy,O-901,444880
2510010000999920000,9,146,Not Shipped,10/18/2021,Office,Anthony,31,16,USA,O-101,444887
1631510000999910000,56,129,Delivered,11/7/2021,Fashion,Stella,26,24,Italy,F-203,445007
4206910000999940000,94,190,Delivered,10/16/2021,Fashion,John,28,25,USA,F-203,444885
4304810000999940000,57,195,Shipped,8/20/2021,Home,Pablo,21,18,Italy,H-188,444228
2592010000999920000,75,158,Not Shipped,7/3/2021,Entertainment,Anthony,32,14,Kenya,ENT-555,443880
4601510000999940000,56,105,Not Delivered,11/1/2021,Fashion,Abdul,21,11,India,F-630,445001
4625810000999940000,17,181,Delivered,10/20/2021,Home,Stella,23,14,India,H-101,444889
3560010000999930000,23,208,Shipped,11/24/2021,Office,Abdul,22,24,USA,O-101,445224
1791110000999910000,16,184,Shipped,7/15/2021,Healthcare,Jacob,28,23,China,HC-188,443992
1108210000999910000,17,115,Shipped,7/11/2021,Entertainment,Abdul,28,17,Germany,ENT-630,443888
1117610000999910000,5,188,Not Delivered,10/9/2021,Entertainment,Maria,20,20,Singapore,ENT-901,444778
2438010000999920000,24,228,Not Delivered,7/29/2021,Home,Kristen,27,15,Kenya,H-901,444006
2054710000999920000,31,195,Not Delivered,8/29/2021,Home,Maria,28,22,Kenya,H-901,444337
5011310000999950000,52,179,Shipped,9/19/2021,Office,Stella,34,19,Singapore,O-101,444558
2742810000999920000,8,162,Delivered,8/8/2021,Home,Abdul,30,18,Singapore,H-901,444116
1440910000999910000,30,164,Not Delivered,12/26/2021,Fashion,Pablo,25,11,India,F-630,445556
2080210000999920000,24,171,Not Delivered,9/6/2021,Entertainment,Anthony,28,16,Italy,ENT-901,444445
4227310000999940000,95,229,Not Delivered,11/1/2021,Entertainment,Abdul,34,15,India,ENT-203,445001
1652010000999910000,26,123,Delivered,10/18/2021,Home,Jacob,35,11,Italy,H-188,444887
2034110000999920000,18,105,Not Shipped,8/27/2021,Office,Kristen,32,20,India,O-101,444335
1355910000999910000,86,107,Shipped,10/20/2021,Healthcare,Jacob,27,13,USA,HC-101,444889
4378610000999940000,72,235,Not Shipped,7/10/2021,Entertainment,Abdul,34,11,China,ENT-101,443887
2490510000999920000,59,105,Delivered,7/6/2021,Healthcare,Sofia,34,23,China,HC-188,443883
4591410000999940000,75,200,Shipped,11/7/2021,Fashion,Abdul,28,14,Kenya,F-188,445007
4527410000999940000,23,154,Not Delivered,10/11/2021,Home,Stella,20,18,China,H-101,444880
2316510000999920000,54,120,Delivered,11/2/2021,Entertainment,Sofia,25,12,USA,ENT-188,445002
2774310000999920000,60,138,Shipped,7/22/2021,Entertainment,Maria,31,22,Germany,ENT-101,443999
2290510000999920000,98,132,Delivered,12/2/2021,Office,Kristen,31,16,India,O-630,445332
3615310000999930000,89,240,Not Shipped,10/4/2021,Office,Sofia,33,14,USA,O-555,444773
4866810000999940000,21,233,Not Shipped,10/3/2021,Home,Sofia,22,14,Singapore,H-203,444772
3042610000999930000,85,100,Delivered,12/7/2021,Healthcare,Sofia,26,11,Kenya,HC-901,445337
4418610000999940000,91,241,Delivered,7/3/2021,Healthcare,Jacob,24,25,UK,HC-188,443880
2328910000999920000,74,102,Delivered,10/10/2021,Fashion,Kristen,25,16,Italy,F-555,444779
1213310000999910000,1,180,Not Shipped,7/11/2021,Entertainment,Emma,21,23,Singapore,ENT-630,443888
2202910000999920000,20,158,Delivered,9/24/2021,Healthcare,Sofia,22,23,Singapore,HC-188,444663
2498310000999920000,49,121,Delivered,10/26/2021,Fashion,Maria,25,20,UK,F-101,444995
3595010000999930000,81,188,Shipped,11/24/2021,Entertainment,Emma,23,13,Italy,ENT-630,445224
4002110000999940000,16,173,Delivered,7/27/2021,Entertainment,Stella,32,20,USA,ENT-188,444004
3788510000999930000,10,240,Delivered,7/10/2021,Healthcare,John,21,10,India,HC-901,443887
4249610000999940000,24,211,Delivered,11/27/2021,Entertainment,Abdul,34,15,Singapore,ENT-203,445227
3631110000999930000,2,237,Not Delivered,8/8/2021,Entertainment,Maria,29,21,Germany,ENT-630,444116
3928510000999930000,81,118,Delivered,12/5/2021,Healthcare,Maria,26,10,Italy,HC-555,445335
3946710000999930000,57,171,Not Delivered,8/20/2021,Healthcare,Emma,23,11,Kenya,HC-203,444228
3887310000999930000,1,202,Not Delivered,7/14/2021,Office,Jacob,29,13,India,O-901,443991
2374710000999920000,19,175,Delivered,12/8/2021,Entertainment,Jacob,21,15,Kenya,ENT-203,445338
1675510000999910000,84,231,Shipped,8/8/2021,Healthcare,Abdul,34,18,USA,HC-101,444116
1164010000999910000,80,188,Shipped,7/10/2021,Home,Abdul,23,20,USA,H-630,443887
4439410000999940000,9,235,Shipped,9/14/2021,Office,Kristen,29,15,China,O-188,444553
4224710000999940000,32,198,Not Delivered,7/28/2021,Home,Kristen,30,19,USA,H-630,444005
1396110000999910000,94,177,Not Shipped,8/14/2021,Home,John,27,20,USA,H-101,444222
4848410000999940000,35,190,Not Delivered,8/15/2021,Office,Abdul,33,21,UK,O-630,444223
3644810000999930000,35,127,Delivered,10/20/2021,Fashion,Stella,28,18,Italy,F-101,444889
2292210000999920000,50,152,Delivered,10/4/2021,Fashion,Emma,28,23,Singapore,F-901,444773
3454810000999930000,8,129,Shipped,8/18/2021,Office,Abdul,21,25,Kenya,O-101,444226
3327710000999930000,38,196,Not Delivered,8/6/2021,Office,Sofia,29,25,Kenya,O-555,444114
2754310000999920000,94,101,Not Shipped,10/10/2021,Home,Anthony,34,10,Germany,H-901,444779
4877410000999940000,65,211,Not Shipped,8/18/2021,Office,Maria,29,10,Italy,O-203,444226
2574310000999920000,11,221,Not Shipped,9/14/2021,Office,Kristen,25,21,Singapore,O-630,444553
2076110000999920000,30,177,Not Delivered,10/29/2021,Fashion,Stella,35,10,UK,F-630,444998
1380810000999910000,43,127,Not Delivered,12/18/2021,Office,Maria,24,20,China,O-901,445448
3716910000999930000,48,127,Shipped,8/24/2021,Entertainment,Sofia,31,15,Germany,ENT-555,444332
4578510000999940000,60,212,Shipped,8/20/2021,Home,Anthony,31,21,India,H-901,444228
2436710000999920000,76,124,Delivered,11/24/2021,,Abdul,32,20,USA,HC-188,445224
2395210000999920000,13,196,Not Delivered,9/10/2021,Healthcare,Kristen,20,13,USA,HC-555,444449
2551410000999920000,78,208,Not Shipped,8/20/2021,Fashion,Pablo,31,15,Singapore,F-203,444228
4378310000999940000,53,198,Not Delivered,12/10/2021,Entertainment,Kristen,24,25,Italy,ENT-101,445440
2512610000999920000,79,237,Not Shipped,11/28/2021,Office,Emma,21,11,Germany,O-101,445228
1507010000999910000,8,167,Not Delivered,7/16/2021,Home,Anthony,20,12,Kenya,H-188,443993
1713710000999910000,54,198,Not Delivered,8/29/2021,Entertainment,Pablo,20,21,Kenya,ENT-188,444337
4599410000999940000,96,128,Not Shipped,10/29/2021,Home,Kristen,31,15,USA,H-101,444998
2931210000999920000,67,234,Not Shipped,7/6/2021,Office,Stella,27,19,USA,O-555,443883
1372110000999910000,96,114,Not Delivered,7/4/2021,Home,Kristen,24,15,India,H-101,443881
2488810000999920000,75,149,Not Shipped,12/30/2021,Healthcare,Kristen,29,18,Italy,HC-188,445660
1698210000999910000,2,179,Delivered,10/12/2021,Healthcare,Stella,25,25,Kenya,HC-203,444881
4747610000999940000,14,202,Not Delivered,9/18/2021,Office,Stella,20,,Singapore,O-203,444557
3030910000999930000,41,142,Not Shipped,12/10/2021,Office,John,28,18,Italy,O-555,445440
3771610000999930000,22,195,Not Shipped,10/25/2021,Fashion,Jacob,23,12,Kenya,F-630,444994
3682710000999930000,75,215,Shipped,10/9/2021,Entertainment,Sofia,25,21,Germany,ENT-101,444778
3630910000999930000,37,220,Shipped,11/13/2021,Entertainment,Jacob,29,15,India,ENT-901,445113
1848910000999910000,88,144,Shipped,7/16/2021,Office,John,24,24,Kenya,O-630,443993
2833710000999920000,41,120,Not Shipped,10/4/2021,Fashion,Anthony,33,14,China,F-101,444773
2324610000999920000,40,108,Delivered,12/18/2021,Entertainment,Anthony,35,25,UK,ENT-630,445448
3636910000999930000,9,146,Delivered,12/26/2021,Home,Jacob,24,22,China,H-555,445556
4998510000999940000,65,166,Not Delivered,8/8/2021,Home,Stella,24,25,USA,H-555,444116
2488910000999920000,6,136,Shipped,9/15/2021,Healthcare,Maria,32,14,Singapore,HC-203,444554
3649510000999930000,58,169,Not Delivered,11/13/2021,Home,Pablo,21,21,China,H-901,445113
1054210000999910000,1,171,Shipped,12/18/2021,Office,Abdul,32,24,India,O-901,445448
3640310000999930000,50,147,Delivered,9/6/2021,Healthcare,Abdul,22,18,Italy,HC-101,444445
4338310000999940000,63,134,Delivered,10/1/2021,Entertainment,Pablo,22,20,Singapore,ENT-188,444770
1339510000999910000,70,140,Shipped,12/8/2021,Office,Abdul,33,13,Singapore,O-188,445338
2789510000999920000,88,115,Shipped,10/10/2021,Healthcare,Maria,24,23,China,HC-203,444779
1641010000999910000,64,218,Shipped,11/7/2021,Entertainment,Abdul,20,21,UK,ENT-188,445007
4109810000999940000,99,213,Shipped,11/7/2021,Entertainment,Anthony,32,11,UK,ENT-555,445007
1417710000999910000,60,222,Not Delivered,11/16/2021,Healthcare,Pablo,35,16,Kenya,HC-188,445116
4949810000999940000,98,236,Not Delivered,12/5/2021,Entertainment,Jacob,35,18,Italy,ENT-188,445335
4625410000999940000,23,247,Delivered,9/14/2021,Fashion,John,23,22,UK,F-203,444553
4223210000999940000,14,109,Not Shipped,8/24/2021,Fashion,Pablo,23,13,Italy,F-101,444332
1020310000999910000,59,236,Not Shipped,9/14/2021,Healthcare,Maria,30,25,Singapore,HC-901,444553
1576710000999910000,78,123,Delivered,8/8/2021,Office,Pablo,32,23,China,O-188,444116
2617810000999920000,56,227,Not Delivered,8/8/2021,Home,Maria,35,12,China,H-203,444116
1568410000999910000,69,158,Not Delivered,10/19/2021,Home,Kristen,35,10,Italy,H-101,444888
1709110000999910000,2,103,Not Delivered,10/10/2021,Home,Maria,32,20,Germany,H-630,444779
3796110000999930000,34,226,Shipped,12/24/2021,Healthcare,Abdul,22,15,Kenya,HC-188,445554
2535910000999920000,23,125,Shipped,12/4/2021,Home,Abdul,34,21,India,H-188,445334
1566110000999910000,54,154,Not Delivered,9/27/2021,Office,Emma,29,10,India,O-101,444666
2243510000999920000,35,171,Delivered,10/18/2021,Entertainment,Abdul,29,17,Italy,ENT-188,444887
3294710000999930000,13,117,Not Shipped,8/27/2021,Healthcare,Abdul,23,10,Germany,HC-101,444335
2197910000999920000,67,224,Not Delivered,10/19/2021,Home,Anthony,31,21,Singapore,H-555,444888
1276910000999910000,67,164,Shipped,9/6/2021,Office,Anthony,25,24,UK,O-901,444445
1672910000999910000,19,227,Delivered,7/7/2021,Fashion,Stella,27,17,USA,F-188,443884
1061510000999910000,90,140,Shipped,12/2/2021,Fashion,Kristen,22,13,India,F-901,445332
3897610000999930000,34,114,Shipped,12/18/2021,Office,John,28,16,Singapore,O-555,445448
3276410000999930000,88,190,Delivered,10/29/2021,Office,Kristen,34,24,India,O-630,444998
3791410000999930000,36,232,Not Delivered,7/11/2021,Home,John,26,18,China,H-630,443888
1105510000999910000,65,221,Not Shipped,7/11/2021,Healthcare,Maria,28,21,Germany,HC-203,443888
1064510000999910000,89,126,Not Delivered,7/4/2021,Entertainment,Emma,20,16,Singapore,ENT-901,443881
2685810000999920000,97,123,Delivered,7/3/2021,Entertainment,Abdul,24,20,Italy,ENT-630,443880
1265010000999910000,49,200,Shipped,10/1/2021,Home,Kristen,35,24,Singapore,H-203,444770
4485910000999940000,32,144,Delivered,9/15/2021,Office,Stella,28,21,Germany,O-630,444554
3160810000999930000,32,224,Not Shipped,12/14/2021,Healthcare,Sofia,34,21,China,HC-555,445444
4464310000999940000,24,238,Not Delivered,7/10/2021,Fashion,Pablo,21,20,China,F-101,443887
1057110000999910000,66,184,Shipped,7/27/2021,Office,Anthony,29,16,USA,O-555,444004
3209810000999930000,74,131,Delivered,9/14/2021,Office,Emma,21,18,UK,O-630,444553
1618010000999910000,17,136,Shipped,8/27/2021,Healthcare,Sofia,24,18,India,HC-555,444335
1665110000999910000,69,194,Not Delivered,9/18/2021,Fashion,Jacob,21,25,China,F-203,444557
2545110000999920000,80,125,Not Shipped,11/23/2021,Healthcare,Pablo,25,10,Italy,HC-188,445223
4124210000999940000,18,127,Shipped,8/18/2021,Fashion,John,32,21,UK,F-203,444226
3327510000999930000,90,190,Shipped,8/5/2021,Fashion,Maria,34,21,Singapore,F-555,444113
2361710000999920000,96,237,Shipped,11/13/2021,Entertainment,Maria,26,24,USA,ENT-188,445113
2009910000999920000,64,155,Shipped,8/15/2021,Entertainment,Jacob,33,20,Italy,ENT-188,444223
3989810000999930000,42,207,Not Delivered,8/27/2021,Home,John,33,25,China,H-101,444335
2866310000999920000,54,106,Not Delivered,10/25/2021,Fashion,Jacob,34,15,Germany,F-203,444994
1160210000999910000,30,118,Delivered,11/21/2021,Fashion,Kristen,27,12,UK,F-203,445221
4620210000999940000,28,197,Not Delivered,11/11/2021,Entertainment,Abdul,24,11,Singapore,ENT-630,445111
3600710000999930000,2,184,Delivered,10/2/2021,Entertainment,Abdul,31,14,Germany,ENT-555,444771
3241810000999930000,96,156,Delivered,8/6/2021,Home,Stella,28,10,Italy,H-901,444114
1187310000999910000,91,237,Not Delivered,7/16/2021,Office,Maria,34,21,India,O-555,443993
1064610000999910000,100,244,Delivered,7/12/2021,Entertainment,Sofia,23,23,India,ENT-555,443889
2897110000999920000,48,102,Not Shipped,12/10/2021,Fashion,Sofia,21,16,Singapore,F-203,445440
3994510000999930000,55,187,Not Delivered,7/11/2021,Entertainment,Kristen,24,11,UK,ENT-555,443888
4138910000999940000,18,137,Not Shipped,7/4/2021,Home,Maria,29,14,Italy,H-203,443881
1375410000999910000,20,188,Not Shipped,8/15/2021,Office,Abdul,29,21,Kenya,O-555,444223
3073910000999930000,61,115,Not Shipped,10/2/2021,Office,Pablo,20,25,UK,O-188,444771
2171410000999920000,22,186,Not Delivered,8/24/2021,Healthcare,John,22,22,India,HC-203,444332
1488810000999910000,55,105,Delivered,10/4/2021,Home,Maria,20,12,Germany,H-630,444773
2403810000999920000,44,213,Not Shipped,10/3/2021,Home,Sofia,23,13,Kenya,H-630,444772
1862110000999910000,50,214,Not Delivered,9/10/2021,Fashion,Pablo,26,12,Kenya,F-203,444449
2700810000999920000,87,233,Not Shipped,9/15/2021,Office,Sofia,35,15,China,O-555,444554
1271510000999910000,8,147,Not Shipped,8/3/2021,Office,Pablo,20,15,China,O-188,444111
1966710000999910000,15,209,Not Shipped,7/16/2021,Office,Sofia,34,25,USA,O-101,443993
4639410000999940000,90,202,Delivered,10/16/2021,Entertainment,Maria,27,18,UK,ENT-555,444885
2822910000999920000,14,129,Not Shipped,10/10/2021,Home,Kristen,23,24,Germany,H-630,444779
2009710000999920000,69,140,Not Delivered,11/21/2021,Office,Anthony,25,16,China,O-630,445221
1874010000999910000,31,130,Not Delivered,10/10/2021,Office,Kristen,33,13,UK,O-101,444779
4737110000999940000,78,249,Delivered,7/11/2021,Office,Abdul,34,11,Kenya,O-188,443888
1527510000999910000,100,101,Shipped,7/5/2021,Home,Pablo,22,14,China,H-203,443882
1508110000999910000,23,222,Delivered,10/23/2021,Healthcare,Pablo,32,,China,HC-188,444992
2103210000999920000,80,149,Not Delivered,11/25/2021,Home,Pablo,22,12,Germany,H-901,445225
2371110000999920000,87,168,Shipped,9/12/2021,Healthcare,Pablo,21,20,Germany,HC-901,444551
3299810000999930000,70,118,Not Delivered,11/13/2021,Fashion,Sofia,20,25,Singapore,F-188,445113
4958510000999940000,22,231,Delivered,8/5/2021,Home,Emma,30,21,Germany,H-901,444113
3678610000999930000,12,160,Not Delivered,12/12/2021,Home,Kristen,30,18,UK,H-630,445442
2632110000999920000,19,243,Delivered,12/18/2021,Office,Abdul,35,18,Singapore,O-555,445448
1653810000999910000,60,112,Delivered,9/30/2021,Home,Stella,25,23,Germany,H-203,444669
3454510000999930000,13,204,Shipped,12/18/2021,Entertainment,John,29,23,Italy,ENT-203,445448
2961810000999920000,50,214,Shipped,8/26/2021,Office,Abdul,34,14,UK,O-630,444334
4320210000999940000,14,205,Delivered,7/3/2021,Entertainment,Pablo,28,15,Singapore,ENT-188,443880
2234110000999920000,2,197,Not Delivered,9/6/2021,Office,Pablo,27,24,UK,O-203,444445
5047010000999950000,74,162,Shipped,11/28/2021,Entertainment,Pablo,29,10,UK,ENT-555,445228
2616210000999920000,34,166,Not Delivered,8/26/2021,Office,Jacob,21,19,Germany,O-901,444334
1856810000999910000,47,183,Shipped,10/4/2021,Home,Kristen,27,16,China,H-901,444773
2456110000999920000,32,101,Not Delivered,7/14/2021,Healthcare,Pablo,21,25,Italy,HC-203,443991
3103810000999930000,63,121,Not Delivered,12/7/2021,Fashion,Maria,28,23,Kenya,F-188,445337
2678110000999920000,13,243,Delivered,10/25/2021,Entertainment,Jacob,33,10,USA,ENT-203,444994
2323810000999920000,79,169,Not Delivered,10/12/2021,Entertainment,John,29,18,USA,ENT-188,444881
2112210000999920000,45,229,Not Shipped,10/10/2021,Home,Maria,27,21,Singapore,H-901,444779
4759510000999940000,14,194,Delivered,10/1/2021,Healthcare,Pablo,28,24,Kenya,HC-188,444770
2086510000999920000,58,249,Not Shipped,8/6/2021,Office,Kristen,35,21,UK,O-188,444114
4932410000999940000,88,146,Delivered,8/8/2021,Healthcare,John,32,12,Germany,HC-188,444116
1051410000999910000,27,128,Delivered,7/11/2021,Office,Abdul,35,16,Kenya,O-101,443888
2834010000999920000,88,140,Not Shipped,9/6/2021,Entertainment,Abdul,24,10,USA,ENT-203,444445
2321510000999920000,100,117,Delivered,9/27/2021,Fashion,Pablo,35,24,China,F-188,444666
4711910000999940000,43,125,Not Delivered,8/25/2021,Home,Anthony,33,20,Singapore,H-630,444333
3412810000999930000,12,145,Not Delivered,12/26/2021,Fashion,Jacob,26,21,Italy,F-203,445556
3512010000999930000,92,230,Not Shipped,12/13/2021,Office,Sofia,27,14,Kenya,O-901,445443
3370810000999930000,81,123,Shipped,12/12/2021,Home,Emma,28,21,USA,H-188,445442
1887310000999910000,75,189,Delivered,8/11/2021,Healthcare,Sofia,34,23,Italy,HC-101,444119
2205710000999920000,30,142,Not Delivered,12/8/2021,Home,Anthony,28,22,Kenya,H-630,445338
3360410000999930000,44,229,Not Delivered,10/18/2021,Fashion,John,26,21,USA,F-188,444887
2701610000999920000,100,186,Not Shipped,10/4/2021,Entertainment,Sofia,28,12,Germany,ENT-101,444773
1694010000999910000,12,137,Not Shipped,11/13/2021,Home,Emma,27,21,China,H-901,445113
2786710000999920000,83,219,Not Shipped,8/6/2021,Office,Kristen,30,19,Singapore,O-901,444114
2148910000999920000,11,153,Not Delivered,9/14/2021,Office,John,26,22,Italy,O-901,444553
2793810000999920000,62,123,Shipped,8/8/2021,Home,Maria,33,12,Germany,H-555,444116
1069610000999910000,22,247,Delivered,9/14/2021,Fashion,Abdul,30,17,USA,F-630,444553
4977810000999940000,51,160,Not Shipped,11/20/2021,Office,Jacob,24,17,UK,O-101,445220
1352310000999910000,63,105,Shipped,9/30/2021,Office,Kristen,20,25,UK,O-188,444669
1265110000999910000,56,172,Shipped,10/14/2021,Office,Abdul,25,15,Germany,O-203,444883
3186110000999930000,48,176,Delivered,12/13/2021,Healthcare,Emma,28,20,UK,HC-188,445443
4007210000999940000,80,108,Shipped,12/8/2021,Fashion,John,35,15,Italy,F-101,445338
2155010000999920000,97,174,Not Delivered,10/26/2021,Healthcare,Jacob,30,13,Kenya,HC-555,444995
4852610000999940000,72,154,Shipped,10/23/2021,Fashion,Maria,29,13,Germany,F-203,444992
4221510000999940000,52,225,Not Shipped,9/13/2021,Office,John,20,16,Germany,O-555,444552
1230710000999910000,18,246,Shipped,11/1/2021,Fashion,Anthony,27,13,Germany,F-188,445001
2514610000999920000,49,134,Delivered,9/12/2021,Healthcare,Stella,31,25,Kenya,HC-203,444551
1207310000999910000,84,164,Not Delivered,7/30/2021,Home,Kristen,24,21,China,H-555,444007
4758810000999940000,38,130,Not Shipped,7/4/2021,Healthcare,Maria,28,25,Kenya,HC-630,443881
1951610000999910000,73,165,Not Delivered,10/26/2021,Entertainment,Pablo,35,15,Kenya,ENT-101,444995
5017310000999950000,31,211,Not Delivered,7/6/2021,Office,Stella,24,21,India,O-555,443883
3179810000999930000,38,220,Delivered,10/4/2021,Entertainment,Maria,34,11,India,ENT-188,444773
3843110000999930000,78,185,Delivered,11/21/2021,Fashion,Anthony,25,18,UK,F-188,445221
2742410000999920000,52,183,Not Delivered,12/22/2021,Healthcare,Kristen,22,25,Singapore,HC-555,445552
1976710000999910000,83,213,Not Shipped,11/15/2021,Fashion,Abdul,33,19,UK,F-203,445115
4734410000999940000,73,107,Not Shipped,10/29/2021,Healthcare,Emma,34,24,UK,HC-901,444998
2328110000999920000,70,215,Shipped,8/28/2021,Healthcare,Pablo,33,13,USA,HC-555,444336
1570610000999910000,14,143,Delivered,12/12/2021,Home,Emma,28,23,Kenya,H-101,445442
3904110000999930000,80,212,Shipped,12/18/2021,Office,Jacob,21,14,Germany,O-630,445448
2712810000999920000,65,119,Not Shipped,7/14/2021,Fashion,Pablo,29,12,India,F-901,443991
2785010000999920000,90,243,Delivered,10/4/2021,Healthcare,Sofia,24,18,UK,HC-188,444773
5042510000999950000,4,127,Delivered,10/16/2021,Home,Stella,23,23,UK,H-555,444885
4289410000999940000,24,200,Not Delivered,8/24/2021,Entertainment,Kristen,28,16,Germany,ENT-630,444332
3793710000999930000,50,128,Not Delivered,11/7/2021,Office,Anthony,34,22,UK,O-555,445007
1800910000999910000,72,217,Not Delivered,11/21/2021,Home,Stella,24,25,USA,H-555,445221
2341210000999920000,20,209,Not Delivered,7/16/2021,Healthcare,Pablo,22,21,Germany,HC-101,443993
3008310000999930000,50,185,Shipped,8/14/2021,Home,Emma,35,22,Singapore,H-555,444222
2885710000999920000,81,240,Shipped,10/26/2021,Home,Maria,34,15,India,H-203,444995
1318110000999910000,3,200,Not Shipped,10/26/2021,Office,Emma,35,10,Kenya,O-203,444995
2024310000999920000,98,126,Not Delivered,10/29/2021,Entertainment,Pablo,26,14,Italy,ENT-101,444998
1888110000999910000,25,140,Delivered,9/12/2021,Healthcare,Pablo,34,19,China,HC-555,444551
2206510000999920000,65,179,Shipped,7/3/2021,Office,John,22,10,Germany,O-630,443880
3551010000999930000,83,234,Not Shipped,12/21/2021,Office,Emma,24,16,USA,O-901,445551
3190810000999930000,80,160,Not Delivered,8/28/2021,Fashion,John,22,15,China,F-188,444336
2941910000999920000,5,125,Not Delivered,7/16/2021,Fashion,Sofia,23,16,Italy,F-188,443993
2768010000999920000,17,138,Not Shipped,10/11/2021,Entertainment,Emma,28,24,Germany,ENT-555,444880
4667410000999940000,7,177,Shipped,9/2/2021,Office,Anthony,21,13,India,O-188,444441
3249810000999930000,13,118,Not Delivered,12/10/2021,Office,John,35,25,UK,O-203,445440
3600710000999930000,43,164,Delivered,8/11/2021,Home,Pablo,34,15,Singapore,H-630,444119
3926010000999930000,8,130,Not Shipped,11/27/2021,Home,Stella,20,18,UK,H-630,445227
3113310000999930000,82,214,Shipped,12/12/2021,Office,John,27,20,China,O-188,445442
2573610000999920000,29,240,Not Shipped,9/19/2021,Fashion,John,33,20,Kenya,F-188,444558
1110610000999910000,11,241,Delivered,12/12/2021,Office,Jacob,21,15,Singapore,O-555,445442
4185910000999940000,21,100,Not Shipped,10/14/2021,Fashion,Maria,23,22,Italy,F-101,444883
2533910000999920000,45,244,Delivered,7/4/2021,Home,Maria,34,13,Kenya,H-101,443881
1239910000999910000,93,160,Not Shipped,11/15/2021,Healthcare,Anthony,30,19,Singapore,HC-555,445115
4483410000999940000,95,140,Not Delivered,10/16/2021,Entertainment,Sofia,24,15,USA,ENT-555,444885
2136610000999920000,85,145,Shipped,8/25/2021,Entertainment,John,31,24,Singapore,ENT-203,444333
2218010000999920000,39,188,Delivered,10/3/2021,Home,Kristen,24,13,Kenya,H-901,444772
1169510000999910000,66,234,Not Shipped,12/22/2021,Home,Kristen,31,16,Italy,H-101,445552
4642910000999940000,92,172,Delivered,10/12/2021,Office,Stella,28,22,USA,O-203,444881
2803610000999920000,37,228,Shipped,12/23/2021,Office,Sofia,33,23,China,O-630,445553
4374810000999940000,82,104,Not Delivered,8/24/2021,Fashion,Sofia,24,10,Kenya,F-188,444332
4151510000999940000,97,225,Not Delivered,12/12/2021,Home,Stella,29,10,Germany,H-901,445442
4787710000999940000,29,150,Not Shipped,10/2/2021,Home,Abdul,33,25,Kenya,H-203,444771
3046310000999930000,45,250,Delivered,12/18/2021,Home,John,26,24,Kenya,H-555,445448
1429910000999910000,77,148,Delivered,12/10/2021,Office,John,28,11,China,O-203,445440
4733210000999940000,5,241,Delivered,9/12/2021,Office,Stella,24,20,UK,O-203,444551
2785810000999920000,16,199,Not Delivered,10/17/2021,Home,Maria,23,13,Germany,H-555,444886
